Date,Open,High,Low,Close,Adj Close,Volume,return
2020-05-26,233.360001,233.570007,228.789993,229.039993,227.940811,33055300,
2020-05-27,228.690002,230.410004,223.940002,230.289993,229.184814,55665600,0.005457562165
2020-05-28,229.110001,233.470001,229.050003,229.990005,228.886261,42784300,-0.001302653216
2020-05-29,230.380005,233.600006,228.759995,233.360001,232.240097,50691800,0.01465279328
2020-06-01,232.460007,234.449997,232,234.059998,232.936722,25776000,0.002999644314
2020-06-02,234.5,235.690002,232.009995,235.630005,234.499191,33383400,0.006707711755
2020-06-03,236.259995,237.470001,235.350006,236.690002,235.554108,37228700,0.004498565452
2020-06-04,236.330002,237.789993,233.679993,235.029999,233.902069,38716100,-0.007013405661
2020-06-05,236.220001,240.300003,235.630005,239.690002,238.539719,47365600,0.01982726894
2020-06-08,239.539993,241.679993,237.910004,241.550003,240.390778,32937300,0.007760027471
2020-06-09,240.660004,244.179993,240.470001,243.300003,242.132385,35046300,0.007244876747
2020-06-10,245.050003,247.820007,244.509995,246.220001,245.038376,58084400,0.01200163569
2020-06-11,242.160004,243.589996,233.960007,234.020004,232.896927,72919400,-0.04954917127
2020-06-12,239.089996,240.399994,231.740005,235.880005,234.747986,72034800,0.007948042766
2020-06-15,232.440002,239.449997,231.470001,238.75,237.604233,45307400,0.01216718221
2020-06-16,243.779999,244.389999,239.100006,242.850006,241.68454,48890100,0.0171728
2020-06-17,244.399994,245.5,242.729996,243.619995,242.450836,34749300,0.003170636117
2020-06-18,243.289993,244.529999,242.490005,244.279999,243.107666,30578600,0.002709153655
2020-06-19,246.729996,247,242.449997,244.240005,243.067886,49422100,-0.0001637219591
2020-06-22,243.679993,246.869995,243.380005,246.740005,245.982895,24068700,0.0102358334
2020-06-23,248.389999,251.149994,247.820007,248.839996,248.076447,32767400,0.008510946573
2020-06-24,248.059998,249.330002,242.160004,243.710007,242.962189,46032400,-0.02061561277
2020-06-25,243.800003,246.339996,241.139999,246.029999,245.27507,36940800,0.009519477795
2020-06-26,245.779999,245.960007,239.679993,240.220001,239.482895,52824600,-0.02361499827
2020-06-29,239.970001,242.850006,237.350006,242.839996,242.094849,34377800,0.01090664803
2020-06-30,242.770004,248.160004,242.580002,247.600006,246.840256,38909200,0.01960142513
2020-07-01,247.639999,251.520004,247.080002,250.490005,249.72139,34689200,0.01167204737
2020-07-02,253.020004,254.270004,251.710007,252.190002,251.416183,31956500,0.00678668596
2020-07-06,255.449997,258.929993,255.429993,258.390015,257.597168,34589000,0.02458468992
2020-07-07,258.130005,260.880005,256.299988,256.609985,255.822586,36578200,-0.00688892719
2020-07-08,257.980011,260.019989,256.5,259.98999,259.19223,30426300,0.01317175947
2020-07-09,261.970001,262.869995,257.630005,262.179993,261.375519,40312900,0.008423412763
2020-07-10,262.029999,264.230011,259.26001,263.970001,263.160034,32885300,0.006827401204
2020-07-13,266.910004,269.790009,257.690002,258.540009,257.746704,64108100,-0.02057048899
2020-07-14,255.929993,260.790009,252.759995,260.369995,259.571045,72230500,0.007078154004
2020-07-15,261.829987,262.690002,257.48999,260.899994,260.099426,54523900,0.002035560972
2020-07-16,258.019989,259.779999,255.619995,259.119995,258.324921,47594100,-0.006822533695
2020-07-17,259.589996,260.309998,257.170013,259.420013,258.624023,35137900,0.00115783423
2020-07-20,260.079987,267.429993,258.790009,266.779999,265.961395,40610100,0.02837092603
2020-07-21,268.399994,268.410004,263.130005,264,263.189941,43243800,-0.01042056755
2020-07-22,264.51001,265.890015,262.549988,264.929993,264.117065,29865500,0.003522700758
2020-07-23,264.51001,265.23999,256.549988,258.01001,257.218323,51363500,-0.02612004372
2020-07-24,254.039993,256.929993,251.320007,255.559998,254.775833,54054500,-0.00949580212
2020-07-27,257.26001,260.519989,256.450012,260.119995,259.321838,36445700,0.01784315635
2020-07-28,259.309998,259.850006,256.51001,256.809998,256.021973,31302400,-0.01272488491
2020-07-29,258.399994,260.660004,257.910004,259.769989,258.9729,27556900,0.01152599596
2020-07-30,257.73999,261.709991,256.549988,261.130005,260.328735,41774500,0.005235462361
2020-07-31,265.910004,265.950012,260.850006,265.790009,264.974457,53686300,0.01784553253
2020-08-03,268,270.149994,267.869995,269.380005,268.553436,32081600,0.01350688844
2020-08-04,268.859985,270.480011,268.089996,270.380005,269.550354,24911300,0.00371222801
2020-08-05,270.880005,271.519989,269.959991,271.049988,270.218292,21612100,0.002477931014
2020-08-06,270.850006,274.980011,270.190002,274.640015,273.797302,28048200,0.01324488898
2020-08-07,274.079987,274.880005,269.25,271.470001,270.636993,44969400,-0.0115424331
2020-08-10,271.769989,271.980011,266.670013,270.309998,269.48056,35088400,-0.004273043046
2020-08-11,269.109985,270.440002,264.630005,265.190002,264.376282,43104300,-0.01894120098
2020-08-12,267.420013,272.839996,267.369995,271.859985,271.025787,38773400,0.02515171368
2020-08-13,272.660004,274.829987,271.51001,272.480011,271.643921,31895700,0.002280681359
2020-08-14,273.119995,273.399994,270.720001,272.160004,271.32489,30799500,-0.001174423764
2020-08-17,273.929993,275.839996,272.200012,275.320007,274.47522,24803000,0.01161082802
2020-08-18,276.420013,278.459991,274.910004,277.970001,277.117065,23529500,0.009625141409
2020-08-19,277.929993,279.019989,275.570007,276.100006,275.252808,31999400,-0.006727326666
2020-08-20,275.279999,280.429993,274.859985,279.929993,279.071045,27723400,0.0138717382
2020-08-21,280.130005,282.339996,279.459991,281.869995,281.005096,34748900,0.006930311323
2020-08-24,285.25,286,281.269989,283.630005,282.759705,36418500,0.006244048786
2020-08-25,282.829987,286.059998,282.369995,285.859985,284.982849,34866600,0.007862285233
2020-08-26,287.149994,292.220001,285.829987,291.959991,291.064148,42216700,0.02133913916
2020-08-27,292.970001,293.850006,288.709991,291.049988,290.156921,49482700,-0.003116875695
2020-08-28,292.329987,293.179993,290.929993,292.529999,291.632385,28021000,0.005085074939
2020-08-31,293.070007,296.75,292.619995,294.880005,293.975159,36321000,0.008033384638
2020-09-01,297.619995,300.040009,295.790009,299.920013,298.999756,36216200,0.01709172516
2020-09-02,303.279999,303.5,296.890015,302.76001,301.830994,50836800,0.009469181371
2020-09-03,298.100006,298.619995,284.410004,287.410004,286.528107,110083300,-0.05070024274
2020-09-04,285.559998,288.929993,271.799988,283.579987,282.709839,123959000,-0.01332596968
2020-09-08,272.220001,278.220001,269.660004,269.950012,269.121674,99568600,-0.04806395241
2020-09-09,275.640015,280.049988,273,277.880005,277.027344,64837900,0.0293757831
2020-09-10,280.940002,282.200012,270.559998,272.339996,271.504333,69667500,-0.01993669534
2020-09-11,274.149994,275.220001,266.899994,270.450012,269.620148,71809000,-0.006939795945
2020-09-14,274.359985,277.220001,272.959991,275.160004,274.315704,38525200,0.01741538839
2020-09-15,279.029999,280.450012,275.130005,279.059998,278.203705,41849900,0.01417354973
2020-09-16,279.880005,280.359985,274.25,274.609985,273.767365,42321000,-0.01594643816
2020-09-17,267.549988,274.399994,266.679993,270.320007,269.49057,81570800,-0.0156220758
2020-09-18,271.790009,272.089996,262.630005,266.869995,266.051117,86251100,-0.01276269573
2020-09-21,262.470001,267.649994,260.109985,267.51001,266.689178,57168600,0.002398227646
2020-09-22,269.98999,273.079987,266.540009,272.480011,271.643921,41128900,0.01857874776
2020-09-23,272.149994,272.339996,263.25,264.160004,263.349457,48837300,-0.0305343756
2020-09-24,261.390015,268.700012,261.220001,265.390015,264.575684,70631700,0.004656310499
2020-09-25,265.910004,272.399994,264.299988,271.559998,270.726746,55242400,0.02324873828
2020-09-28,276.579987,277.200012,271.670013,277.200012,276.349457,58438300,0.02076894256
2020-09-29,276.619995,277.709991,275.369995,275.950012,275.103302,27050000,-0.004509379314
2020-09-30,276.149994,281.089996,275.869995,277.839996,276.987488,49380800,0.006849008581
2020-10-01,281.790009,282.880005,279.839996,282.25,281.383942,50020200,0.0158724592
2020-10-02,276.019989,282.23999,273.440002,274.309998,273.468292,75497400,-0.02813109655
2020-10-05,276.339996,280.48999,276.230011,280.160004,279.300354,28184600,0.02132625877
2020-10-06,279.450012,281.190002,274.25,275.160004,274.315704,49704200,-0.01784694435
2020-10-07,277.890015,280.73999,277.279999,279.920013,279.061096,27539700,0.01729905848
2020-10-08,282.399994,282.470001,280.309998,281.410004,280.546509,25443300,0.005322917015
2020-10-09,283.109985,285.790009,282.709991,285.709991,284.833313,30201100,0.01528014974
2020-10-12,290.549988,297.459991,289.470001,294.529999,293.626251,79370700,0.03087049203
2020-10-13,296.390015,297.049988,293.109985,294.519989,293.616272,64240000,-0.00003398635125
2020-10-14,295.350006,296.350006,290.26001,292.059998,291.163849,36949100,-0.008352543433
2020-10-15,287.200012,290.709991,286.540009,290.100006,289.209869,42514200,-0.006710922459
2020-10-16,291.799988,293.269989,288.149994,288.51001,287.624725,40570700,-0.005480854764
2020-10-19,290.48999,291.480011,282.790009,283.799988,282.929169,36756800,-0.01632533304
2020-10-20,284.559998,287.619995,282.950012,284.410004,283.537292,32195400,0.002149457455
2020-10-21,284.670013,287.320007,283.690002,284.190002,283.317993,29306100,-0.000773538191
2020-10-22,285.049988,285.980011,280.820007,284.179993,283.308014,32196200,-0.00003521939523
2020-10-23,284.769989,284.910004,281.779999,284.73999,283.866302,24658500,0.001970571517
2020-10-26,282.380005,285.299988,276.76001,280.470001,279.609406,38421100,-0.01499609872
2020-10-27,281.5,283.51001,280.200012,282.660004,281.792694,30559100,0.007808332414
2020-10-28,278.01001,278.640015,271.380005,271.640015,270.806488,53413500,-0.03898672909
2020-10-29,273,279.48999,272.519989,276.390015,275.541931,43246300,0.01748637807
2020-10-30,274.339996,275.23999,267.070007,269.380005,268.553436,65838300,-0.02536274691
2020-11-02,271.850006,273.519989,266.970001,269.980011,269.151611,39987400,0.00222735908
2020-11-03,271.959991,276.820007,270.839996,274.649994,273.807251,43604100,0.01729751393
2020-11-04,283.589996,288.769989,281.869995,286.910004,286.029633,75728200,0.04463866837
2020-11-05,293.529999,295.390015,292,294.390015,293.486694,52054200,0.02607093129
2020-11-06,293.709991,295.359985,289.829987,294.609985,293.705994,40959800,0.0007472060491
2020-11-09,297.649994,299.140015,288.119995,288.589996,287.704468,86537100,-0.02043375753
2020-11-10,285.170013,286.660004,280.619995,283.420013,282.550354,69024900,-0.01791463
2020-11-11,286.029999,290.25,283.380005,289.76001,288.870911,36102900,0.0223696165
2020-11-12,290.76001,292.070007,287.25,288.399994,287.515076,34414600,-0.004693594537
2020-11-13,290.170013,291.570007,287.869995,290.929993,290.037292,24806900,0.008772534857
2020-11-16,290.619995,293.51001,289.98999,293.200012,292.300354,30168400,0.007802629686
2020-11-17,293.399994,293.73999,291.609985,292.269989,291.373169,21843500,-0.003171974631
2020-11-18,291.700012,293.369995,290.019989,290.109985,289.219788,28069600,-0.007390440624
2020-11-19,289.540009,292.700012,288.850006,292.380005,291.48288,22718400,0.007824687592
2020-11-20,292.299988,293.070007,290.290009,290.380005,289.488983,25907300,-0.006840413044
2020-11-23,291.410004,292.75,288.070007,290.390015,289.498993,26875600,0.00003447207049
2020-11-24,291.48999,294.980011,289.630005,294.470001,293.566437,24516800,0.01405002166
2020-11-25,295.570007,296.940002,294.589996,296.279999,295.37088,23326800,0.006146629517
2020-11-27,298.309998,300.170013,297.899994,299.01001,298.092529,17163100,0.009214293942
2020-11-30,299.339996,299.970001,294.779999,299.619995,298.700623,27836200,0.002040015316
2020-12-01,301.970001,305.140015,300.829987,303.459991,302.528839,27521300,0.01281622076
2020-12-02,302.25,304.200012,300.350006,303.850006,302.917664,23620000,0.001285227086
2020-12-03,304.170013,305.880005,303.529999,304.279999,303.346344,22828700,0.001415148894
2020-12-04,304.329987,305.670013,303.630005,305.519989,304.58252,19332100,0.004075161049
2020-12-07,305.709991,307.630005,305.519989,307.25,306.30722,20851000,0.005662513296
2020-12-08,306.76001,308.600006,304.950012,308.290009,307.344025,18341500,0.003384895037
2020-12-09,308.070007,308.359985,300.209991,301.309998,300.385437,48839300,-0.02264105484
2020-12-10,299.209991,303.679993,298.089996,302.519989,301.591705,27519500,0.004015767841
2020-12-11,300.809998,301.980011,298.470001,301.850006,300.923798,26760400,-0.002214673491
2020-12-14,303.079987,306.049988,303.01001,304.040009,303.107086,28804800,0.007255269029
2020-12-15,306.369995,307.290009,304.109985,307.290009,306.347107,25709000,0.01068938266
2020-12-16,307.700012,309.790009,306.619995,308.980011,308.031921,25461900,0.005499697193
2020-12-17,310.630005,311.23999,309.390015,311,310.045715,23730500,0.006537604143
2020-12-18,311.660004,311.980011,307.609985,310.059998,309.108582,41173400,-0.003022514469
2020-12-21,306.459991,309.470001,303.600006,308.920013,308.530334,37095500,-0.00367665938
2020-12-22,309.850006,310.709991,306.850006,309.76001,309.369263,26176300,0.002719140763
2020-12-23,309.809998,310.179993,308.040009,308.200012,307.811249,21201300,-0.005036150406
2020-12-24,308.470001,310.019989,308.390015,309.559998,309.169525,16785000,0.004412673417